Date,Hour,Minute,DayOfWeek,IsWeekend,Location,Weather,VehicleCount,AverageSpeed,Congestion
2025-01-12,6,30,6,1,Prem Nagar,Rain,302,46.0,Low
2025-09-18,8,30,3,0,Rajpur Road,Fog,1029,35.1,Medium
2025-11-02,10,30,6,1,ISBT,Fog,483,39.0,Low
2025-07-23,15,45,2,0,Rajpur Road,Clear,660,47.6,Medium
2025-05-03,6,45,5,1,ISBT,Cloudy,581,44.3,Low
2025-05-03,17,0,5,1,ISBT,Cloudy,1180,38.6,High
2025-07-17,9,30,3,0,Clock Tower,Rain,1178,36.6,High
2025-11-30,12,15,6,1,Rajpur Road,Fog,426,44.9,Low
2025-03-01,15,30,5,1,ISBT,Cloudy,575,50.2,Low
2025-01-29,20,45,2,0,Rajpur Road,Fog,425,43.3,Low
2025-04-26,9,0,5,1,Clock Tower,Clear,1002,41.4,Medium
2025-09-11,22,30,3,0,Rajpur Road,Cloudy,455,47.7,Low
2025-03-03,8,30,0,0,Dharampur Chowk,Fog,932,32.1,Medium
2025-02-17,14,30,0,0,Rajpur Road,Cloudy,857,45.3,Medium
2025-07-05,14,15,5,1,Ballupur Chowk,Fog,652,36.2,Medium
2025-05-13,14,45,1,0,Clock Tower,Clear,1012,48.5,Medium
2025-09-12,12,15,4,0,Dharampur Chowk,Clear,652,49.2,Medium
2025-12-21,22,45,6,1,ISBT,Cloudy,665,46.0,Medium
2025-04-24,20,45,3,0,Ballupur Chowk,Cloudy,473,46.2,Low
2025-10-23,19,45,3,0,Dharampur Chowk,Rain,1037,29.6,Medium
2025-07-28,12,15,0,0,Ballupur Chowk,Clear,541,41.3,Low
2025-02-27,14,0,3,0,Dharampur Chowk,Clear,856,45.2,Medium
2025-11-19,17,15,2,0,Ballupur Chowk,Clear,1440,35.7,High
2025-01-13,17,30,0,0,Dharampur Chowk,Clear,1118,33.2,High
2025-01-19,6,15,6,1,Ballupur Chowk,Cloudy,425,45.1,Low
2025-03-07,8,30,4,0,Rajpur Road,Rain,981,35.5,Medium
2025-08-26,12,0,1,0,Ballupur Chowk,Clear,552,48.1,Low
2025-11-06,15,15,3,0,Prem Nagar,Clear,468,48.3,Low
2025-04-22,18,0,1,0,Ballupur Chowk,Cloudy,1510,29.9,High
2025-01-18,12,0,5,1,Rajpur Road,Fog,431,40.8,Low
2025-11-15,17,30,5,1,Dharampur Chowk,Cloudy,1040,42.8,Medium
2025-09-23,18,15,1,0,Dharampur Chowk,Clear,1266,34.1,High
2025-11-04,11,45,1,0,Rajpur Road,Rain,511,43.5,Low
2025-03-07,17,30,4,0,Dharampur Chowk,Cloudy,1233,39.1,High
2025-05-01,10,15,3,0,Rajpur Road,Fog,490,45.5,Low
2025-04-27,12,15,6,1,Clock Tower,Rain,381,44.2,Low
2025-07-06,21,15,6,1,ISBT,Cloudy,558,48.8,Low
2025-03-08,13,45,5,1,Ballupur Chowk,Clear,696,46.1,Medium
2025-09-17,17,0,2,0,Ballupur Chowk,Fog,1031,30.1,Medium
2025-02-16,7,45,6,1,Clock Tower,Cloudy,471,46.9,Low
2025-07-19,21,0,5,1,Prem Nagar,Cloudy,521,47.5,Low
2025-04-13,18,0,6,1,Clock Tower,Clear,1243,42.2,High
2025-09-09,9,15,1,0,Ballupur Chowk,Clear,1288,34.9,High
2025-07-01,13,15,1,0,Dharampur Chowk,Clear,897,40.6,Medium
2025-09-10,19,30,2,0,Prem Nagar,Rain,895,32.7,Medium
2025-07-26,21,15,5,1,ISBT,Fog,554,37.9,Low
2025-05-15,10,15,3,0,Rajpur Road,Cloudy,628,42.9,Low
2025-12-20,10,15,5,1,Rajpur Road,Clear,532,45.1,Low
2025-11-21,9,30,4,0,ISBT,Cloudy,1473,36.6,High
2025-06-27,10,15,4,0,Rajpur Road,Rain,589,41.5,Low
2025-07-27,7,45,6,1,Rajpur Road,Rain,306,54.6,Low
2025-04-19,17,0,5,1,Ballupur Chowk,Cloudy,1346,37.9,High
2025-11-22,21,15,5,1,Clock Tower,Clear,499,47.5,Low
2025-09-30,7,30,1,0,Ballupur Chowk,Fog,463,44.2,Low
2025-05-22,9,15,3,0,Clock Tower,Fog,1074,29.3,High
2025-12-09,16,15,1,0,Prem Nagar,Rain,401,47.6,Low
2025-03-04,16,15,1,0,Clock Tower,Clear,786,48.4,Medium
2025-04-23,18,15,2,0,Ballupur Chowk,Clear,1412,34.1,High
2025-09-18,15,45,3,0,Rajpur Road,Fog,208,44.9,Low
2025-12-03,17,45,2,0,Clock Tower,Rain,1263,32.4,High
2025-05-22,21,0,3,0,ISBT,Rain,640,36.9,Low
2025-05-09,8,15,4,0,Dharampur Chowk,Clear,1165,40.3,High
2025-07-08,8,45,1,0,Dharampur Chowk,Rain,1063,37.7,High
2025-02-06,8,30,3,0,ISBT,Fog,1179,28.9,High
2025-05-20,6,0,1,0,Prem Nagar,Fog,384,41.8,Low
2025-10-31,12,30,4,0,Ballupur Chowk,Fog,515,42.6,Low
2025-07-03,11,0,3,0,Ballupur Chowk,Clear,685,51.4,Medium
2025-03-12,6,30,2,0,Rajpur Road,Fog,644,38.0,Low
2025-03-23,6,0,6,1,Prem Nagar,Fog,100,49.3,Low
2025-02-19,10,0,2,0,Rajpur Road,Rain,483,40.7,Low
2025-02-07,12,15,4,0,Dharampur Chowk,Fog,416,39.7,Low
2025-11-14,18,45,4,0,Prem Nagar,Fog,880,29.8,Medium
2025-07-27,7,45,6,1,Rajpur Road,Clear,411,50.2,Low
2025-03-26,19,45,2,0,Ballupur Chowk,Cloudy,1469,35.9,High
2025-02-10,11,15,0,0,Ballupur Chowk,Fog,444,37.7,Low
2025-12-12,6,45,4,0,ISBT,Fog,524,40.2,Low
2025-11-29,19,30,5,1,Rajpur Road,Cloudy,1232,31.3,High
2025-11-20,15,15,3,0,Clock Tower,Clear,640,41.9,Low
2025-11-19,18,30,2,0,ISBT,Cloudy,1451,37.2,High
2025-01-16,22,30,3,0,Rajpur Road,Cloudy,657,47.0,Medium
2025-03-05,10,0,2,0,Rajpur Road,Clear,658,44.2,Medium
2025-10-28,8,30,1,0,Clock Tower,Rain,1150,40.1,High
2025-09-06,18,30,5,1,ISBT,Fog,1005,34.8,Medium
2025-05-26,21,0,0,0,Dharampur Chowk,Clear,561,41.4,Low
2025-01-01,10,45,2,0,Prem Nagar,Fog,226,42.0,Low
2025-07-22,15,30,1,0,Prem Nagar,Fog,474,42.6,Low
2025-09-12,18,30,4,0,Prem Nagar,Fog,905,31.1,Medium
2025-10-31,20,30,4,0,Clock Tower,Fog,655,34.7,Medium
2025-04-14,18,30,0,0,Ballupur Chowk,Clear,1369,35.4,High
2025-05-12,16,0,0,0,Clock Tower,Fog,512,43.7,Low
2025-05-06,17,30,1,0,Dharampur Chowk,Cloudy,1199,33.8,High
2025-08-29,12,0,4,0,Prem Nagar,Fog,391,40.2,Low
2025-05-20,19,15,1,0,Ballupur Chowk,Fog,1351,29.7,High
2025-02-10,9,30,0,0,Rajpur Road,Fog,903,30.9,Medium
2025-04-25,16,15,4,0,Clock Tower,Rain,441,40.6,Low
2025-10-31,20,0,4,0,Rajpur Road,Rain,535,46.6,Low
2025-06-29,9,15,6,1,Prem Nagar,Cloudy,959,42.0,Medium
2025-08-25,19,15,0,0,Ballupur Chowk,Rain,1190,33.8,High
2025-05-01,8,30,3,0,Prem Nagar,Rain,836,43.2,Medium
2025-09-26,16,45,4,0,ISBT,Rain,621,40.9,Low
2025-07-31,19,15,3,0,ISBT,Rain,1179,32.6,High
2025-05-15,15,15,3,0,ISBT,Rain,703,36.8,Medium
2025-02-07,15,0,4,0,Ballupur Chowk,Cloudy,605,48.7,Low
2025-11-08,13,30,5,1,ISBT,Fog,618,41.3,Low
2025-05-26,13,30,0,0,Ballupur Chowk,Rain,832,36.9,Medium
2025-01-09,22,15,3,0,Rajpur Road,Cloudy,524,48.6,Low
2025-01-25,16,45,5,1,Rajpur Road,Fog,594,40.9,Low
2025-04-22,22,30,1,0,Clock Tower,Cloudy,621,49.5,Low
2025-03-22,9,0,5,1,Prem Nagar,Fog,637,42.0,Low
2025-03-08,7,15,5,1,Clock Tower,Fog,512,30.9,Medium
2025-01-23,21,30,3,0,ISBT,Rain,555,44.9,Low
2025-04-09,15,45,2,0,ISBT,Rain,648,37.7,Low
2025-08-30,10,15,5,1,Clock Tower,Cloudy,536,41.6,Low
2025-01-06,7,30,0,0,ISBT,Fog,558,45.7,Low
2025-06-05,18,0,3,0,Rajpur Road,Cloudy,1374,41.9,High
2025-10-18,7,0,5,1,Rajpur Road,Rain,518,45.7,Low
2025-02-24,10,0,0,0,Rajpur Road,Fog,625,39.2,Low
2025-06-20,18,30,4,0,Prem Nagar,Fog,817,38.4,Medium
2025-04-08,16,30,1,0,Dharampur Chowk,Fog,564,37.5,Low
2025-01-02,19,0,3,0,Prem Nagar,Cloudy,1034,40.6,Medium
2025-02-05,14,30,2,0,Prem Nagar,Rain,739,41.8,Medium
2025-04-07,14,30,0,0,Ballupur Chowk,Fog,663,43.3,Medium
2025-04-24,8,0,3,0,Rajpur Road,Rain,1001,34.9,Medium
2025-01-25,12,30,5,1,Rajpur Road,Cloudy,449,56.7,Low
2025-07-28,11,15,0,0,Clock Tower,Cloudy,710,42.3,Medium
2025-04-10,15,45,3,0,ISBT,Cloudy,811,45.7,Medium
2025-05-16,19,15,4,0,Dharampur Chowk,Clear,1180,40.7,High
2025-01-10,15,15,4,0,Dharampur Chowk,Fog,382,40.1,Low
2025-10-24,19,45,4,0,Prem Nagar,Clear,879,38.5,Medium
2025-01-17,16,15,4,0,Prem Nagar,Rain,583,46.6,Low
2025-07-15,7,15,1,0,Dharampur Chowk,Clear,565,51.9,Low
2025-11-28,21,45,4,0,ISBT,Clear,694,44.4,Medium
2025-08-27,14,15,2,0,Clock Tower,Rain,912,36.6,Medium
2025-04-17,16,0,3,0,Rajpur Road,Cloudy,597,49.9,Low
2025-10-02,17,0,3,0,Rajpur Road,Cloudy,1322,38.3,High
2025-10-14,14,45,1,0,Ballupur Chowk,Rain,957,37.5,Medium
2025-04-03,20,30,3,0,Dharampur Chowk,Cloudy,511,43.6,Low
2025-04-12,12,15,5,1,Prem Nagar,Cloudy,446,48.1,Low
2025-11-16,13,0,6,1,Rajpur Road,Clear,769,44.0,Medium
2025-03-10,16,45,0,0,Prem Nagar,Clear,694,41.1,Medium
2025-04-21,12,0,0,0,Rajpur Road,Clear,425,49.9,Low
2025-04-23,12,30,2,0,Ballupur Chowk,Fog,476,41.1,Low
2025-08-14,8,0,3,0,Dharampur Chowk,Fog,943,37.4,Medium
2025-08-22,17,0,4,0,Ballupur Chowk,Fog,961,31.6,Medium
2025-03-14,21,30,4,0,ISBT,Cloudy,776,46.2,Medium
2025-01-30,11,30,3,0,Dharampur Chowk,Rain,680,43.2,Medium
2025-04-18,7,0,4,0,Rajpur Road,Cloudy,609,43.6,Low
2025-10-25,14,45,5,1,Rajpur Road,Cloudy,755,42.4,Medium
2025-01-15,12,30,2,0,Dharampur Chowk,Cloudy,641,46.6,Low
2025-01-24,10,30,4,0,Ballupur Chowk,Clear,527,46.2,Low
2025-10-25,6,0,5,1,Ballupur Chowk,Cloudy,635,47.0,Low
2025-03-25,10,30,1,0,Clock Tower,Rain,637,42.0,Low
2025-01-30,20,45,3,0,ISBT,Fog,695,37.8,Medium
2025-02-22,21,45,5,1,ISBT,Rain,509,40.0,Low
2025-07-31,9,15,3,0,ISBT,Clear,1433,27.2,High
2025-07-17,17,15,3,0,Prem Nagar,Fog,817,34.7,Medium
2025-03-20,21,15,3,0,ISBT,Clear,597,43.7,Low
2025-04-03,10,30,3,0,Prem Nagar,Clear,552,47.8,Low
2025-10-27,16,45,0,0,Ballupur Chowk,Rain,578,42.7,Low
2025-12-31,14,15,2,0,Rajpur Road,Fog,725,40.4,Medium
2025-05-08,12,45,3,0,Prem Nagar,Clear,497,43.5,Low
2025-04-06,9,15,6,1,Clock Tower,Clear,1249,38.3,High
2025-01-25,9,45,5,1,Prem Nagar,Clear,781,40.1,Medium
2025-05-01,17,45,3,0,Dharampur Chowk,Clear,1227,37.1,High
2025-12-09,8,45,1,0,Clock Tower,Fog,1178,29.1,High
2025-05-30,7,15,4,0,Prem Nagar,Cloudy,444,51.3,Low
2025-06-30,9,30,0,0,Dharampur Chowk,Rain,1083,35.0,High
2025-04-02,16,0,2,0,Ballupur Chowk,Clear,687,45.1,Medium
2025-03-30,11,15,6,1,Ballupur Chowk,Fog,449,44.1,Low
2025-05-11,13,15,6,1,Prem Nagar,Fog,558,38.5,Low
2025-04-04,11,0,4,0,ISBT,Rain,744,32.3,Medium
2025-03-18,10,0,1,0,Ballupur Chowk,Cloudy,829,38.0,Medium
2025-07-12,16,30,5,1,Prem Nagar,Fog,281,42.9,Low
2025-04-09,12,0,2,0,Dharampur Chowk,Cloudy,576,49.8,Low
2025-04-14,15,30,0,0,ISBT,Fog,480,40.9,Low
2025-01-10,15,45,4,0,Prem Nagar,Rain,392,45.3,Low
2025-01-07,14,45,1,0,Clock Tower,Cloudy,1054,40.2,High
2025-01-06,17,45,0,0,Prem Nagar,Rain,892,35.7,Medium
2025-02-06,16,15,3,0,Dharampur Chowk,Fog,471,43.1,Low
2025-09-12,14,15,4,0,Ballupur Chowk,Fog,729,34.0,Medium
2025-11-21,12,15,4,0,Prem Nagar,Rain,487,42.9,Low
2025-08-01,13,30,4,0,Rajpur Road,Fog,784,33.1,Medium
2025-09-12,21,30,4,0,Rajpur Road,Cloudy,471,46.7,Low
2025-07-03,10,0,3,0,Ballupur Chowk,Clear,572,46.6,Low
2025-07-24,17,0,3,0,Rajpur Road,Cloudy,1259,39.2,High
2025-01-15,17,15,2,0,Rajpur Road,Rain,1100,34.7,High
2025-03-01,8,30,5,1,Ballupur Chowk,Cloudy,1143,39.3,High
2025-01-22,10,30,2,0,ISBT,Fog,563,40.5,Low
2025-04-30,19,15,2,0,Ballupur Chowk,Cloudy,1355,39.8,High
2025-11-27,19,15,3,0,Prem Nagar,Rain,917,33.0,Medium
2025-12-07,11,0,6,1,Ballupur Chowk,Fog,445,38.1,Low
2025-02-08,16,30,5,1,Prem Nagar,Clear,467,55.0,Low
2025-11-27,16,0,3,0,Rajpur Road,Cloudy,551,48.1,Low
2025-02-24,13,0,0,0,Clock Tower,Rain,767,40.4,Medium
2025-10-21,13,15,1,0,Clock Tower,Clear,938,39.7,Medium
2025-04-01,10,0,1,0,Rajpur Road,Clear,496,50.1,Low
2025-07-10,15,0,3,0,Dharampur Chowk,Rain,585,41.7,Low
2025-10-03,10,45,4,0,Prem Nagar,Fog,320,47.2,Low
2025-10-02,21,45,3,0,ISBT,Clear,646,39.3,Low
2025-02-23,9,30,6,1,ISBT,Clear,1238,34.0,High
2025-07-19,15,30,5,1,Rajpur Road,Clear,576,45.6,Low
2025-01-22,18,15,2,0,Prem Nagar,Fog,880,38.6,Medium
2025-08-15,22,45,4,0,Rajpur Road,Rain,429,42.2,Low
2025-09-24,16,45,2,0,Dharampur Chowk,Fog,442,45.3,Low
2025-05-25,18,30,6,1,Dharampur Chowk,Clear,963,39.5,Medium
2025-11-02,19,15,6,1,Rajpur Road,Rain,992,34.1,Medium
2025-12-04,11,0,3,0,Prem Nagar,Cloudy,524,42.9,Low
2025-08-12,10,15,1,0,Clock Tower,Cloudy,868,38.6,Medium
2025-04-04,6,30,4,0,Dharampur Chowk,Clear,534,47.3,Low
2025-01-24,15,15,4,0,Prem Nagar,Rain,591,37.6,Low
2025-09-30,12,0,1,0,ISBT,Fog,724,38.9,Medium
2025-09-19,9,0,4,0,Ballupur Chowk,Fog,1047,29.1,Medium
2025-03-20,19,30,3,0,Prem Nagar,Clear,1085,37.3,High
2025-11-30,11,15,6,1,Clock Tower,Clear,660,42.7,Medium
2025-01-30,13,45,3,0,Ballupur Chowk,Fog,768,34.4,Medium
2025-01-11,11,0,5,1,Clock Tower,Clear,480,50.4,Low
2025-06-28,12,15,5,1,Prem Nagar,Rain,415,47.7,Low
2025-04-10,18,15,3,0,Clock Tower,Clear,1261,40.2,High
2025-06-14,7,30,5,1,Rajpur Road,Rain,647,39.4,Low
2025-05-06,22,15,1,0,Prem Nagar,Clear,639,45.1,Low
2025-07-01,11,45,1,0,Prem Nagar,Cloudy,402,48.3,Low
2025-12-04,7,0,3,0,Ballupur Chowk,Fog,590,36.1,Low
2025-10-01,19,15,2,0,Ballupur Chowk,Fog,1033,34.0,Medium
2025-05-05,13,15,0,0,Prem Nagar,Cloudy,785,45.5,Medium
2025-09-14,18,15,6,1,Rajpur Road,Fog,867,36.1,Medium
2025-07-28,8,30,0,0,Dharampur Chowk,Clear,1086,40.2,High
2025-11-20,18,15,3,0,Ballupur Chowk,Fog,1007,36.5,Medium
2025-02-23,13,45,6,1,Prem Nagar,Rain,521,45.9,Low
2025-02-25,6,0,1,0,Rajpur Road,Cloudy,595,47.1,Low
2025-12-06,22,15,5,1,Rajpur Road,Cloudy,482,45.1,Low
2025-11-08,10,0,5,1,Dharampur Chowk,Cloudy,360,46.7,Low
2025-06-28,11,45,5,1,Dharampur Chowk,Clear,450,49.2,Low
2025-09-28,21,30,6,1,Dharampur Chowk,Clear,557,45.7,Low
2025-07-27,21,45,6,1,Ballupur Chowk,Clear,468,44.0,Low
2025-11-30,7,45,6,1,Dharampur Chowk,Rain,467,47.5,Low
2025-10-25,11,0,5,1,Dharampur Chowk,Clear,577,48.9,Low
2025-12-01,14,15,0,0,Clock Tower,Cloudy,1110,44.2,High
2025-08-28,20,45,3,0,Clock Tower,Fog,553,41.0,Low
2025-09-15,9,30,0,0,Prem Nagar,Fog,754,32.1,Medium
2025-10-24,13,30,4,0,ISBT,Fog,812,35.4,Medium
2025-04-02,6,15,2,0,Dharampur Chowk,Fog,453,46.3,Low
2025-07-12,17,45,5,1,Prem Nagar,Fog,713,40.4,Medium
2025-03-29,17,0,5,1,Rajpur Road,Rain,919,35.9,Medium
2025-08-18,12,30,0,0,Prem Nagar,Cloudy,405,47.0,Low
2025-06-25,16,15,2,0,Prem Nagar,Rain,480,43.2,Low
2025-12-10,19,0,2,0,Ballupur Chowk,Rain,1292,32.1,High
2025-03-11,6,45,1,0,ISBT,Fog,537,45.8,Low
2025-03-15,19,45,5,1,Prem Nagar,Rain,788,42.2,Medium
2025-02-02,20,45,6,1,Ballupur Chowk,Clear,506,49.9,Low
2025-10-15,6,45,2,0,ISBT,Fog,639,38.5,Low
2025-05-11,17,30,6,1,Ballupur Chowk,Rain,845,38.0,Medium
2025-02-08,22,15,5,1,Prem Nagar,Rain,471,44.9,Low
2025-02-27,19,45,3,0,Rajpur Road,Rain,1158,28.3,High
2025-08-23,22,30,5,1,Rajpur Road,Fog,340,43.4,Low
2025-10-25,9,45,5,1,ISBT,Clear,1234,41.0,High
2025-05-16,15,30,4,0,Clock Tower,Cloudy,679,46.5,Medium
2025-12-06,22,45,5,1,Clock Tower,Rain,504,39.8,Low
2025-03-29,9,0,5,1,Rajpur Road,Fog,615,39.5,Low
2025-03-13,20,0,3,0,Ballupur Chowk,Fog,520,37.7,Low
2025-05-29,7,0,3,0,Prem Nagar,Cloudy,382,51.4,Low
2025-05-19,14,30,0,0,Prem Nagar,Clear,726,46.3,Medium
2025-04-24,6,15,3,0,Dharampur Chowk,Clear,709,38.4,Medium
2025-06-18,21,30,2,0,Dharampur Chowk,Cloudy,532,46.8,Low
2025-11-13,21,30,3,0,Dharampur Chowk,Clear,677,40.4,Medium
2025-10-11,17,45,5,1,Rajpur Road,Clear,1215,38.1,High
2025-03-18,20,30,1,0,Clock Tower,Clear,650,45.1,Medium
2025-01-01,12,0,2,0,Dharampur Chowk,Rain,469,46.4,Low
2025-07-19,18,0,5,1,Prem Nagar,Rain,710,40.9,Medium
2025-11-27,12,0,3,0,ISBT,Fog,534,37.1,Low
2025-05-30,9,30,4,0,Prem Nagar,Cloudy,1230,38.7,High
2025-08-13,15,45,2,0,Ballupur Chowk,Clear,682,48.7,Medium
2025-09-15,21,0,0,0,Dharampur Chowk,Clear,446,53.9,Low
2025-09-29,21,15,0,0,Ballupur Chowk,Clear,433,46.5,Low
2025-01-16,9,15,3,0,Ballupur Chowk,Rain,1104,36.0,High
2025-12-19,9,0,4,0,Rajpur Road,Rain,1070,34.2,High
2025-06-01,15,30,6,1,Rajpur Road,Clear,496,45.0,Low
2025-07-21,21,30,0,0,Dharampur Chowk,Rain,384,46.7,Low
2025-08-05,18,30,1,0,Rajpur Road,Rain,1178,37.9,High
2025-01-20,18,15,0,0,Rajpur Road,Clear,1184,40.2,High
2025-06-15,17,45,6,1,Ballupur Chowk,Cloudy,1183,41.7,High
2025-06-11,19,15,2,0,Rajpur Road,Cloudy,1392,35.7,High
2025-03-05,6,30,2,0,Rajpur Road,Cloudy,587,49.5,Low
2025-11-22,15,45,5,1,Clock Tower,Rain,555,40.0,Low
2025-09-13,15,45,5,1,Ballupur Chowk,Rain,378,43.7,Low
2025-10-05,15,30,6,1,ISBT,Cloudy,752,47.7,Medium
2025-11-04,19,30,1,0,Rajpur Road,Clear,1159,34.9,High
2025-04-29,13,30,1,0,Clock Tower,Fog,909,30.6,Medium
2025-02-11,10,30,1,0,ISBT,Rain,676,38.5,Medium
2025-04-22,9,15,1,0,Dharampur Chowk,Clear,1250,34.8,High
2025-01-02,13,45,3,0,Rajpur Road,Cloudy,1033,40.8,Medium
2025-02-16,8,45,6,1,Rajpur Road,Cloudy,1064,33.9,High
2025-11-21,20,45,4,0,Rajpur Road,Fog,291,42.2,Low
2025-05-19,13,30,0,0,Prem Nagar,Rain,692,36.7,Medium
2025-12-31,16,30,2,0,Rajpur Road,Cloudy,527,49.2,Low
2025-10-27,15,15,0,0,Dharampur Chowk,Rain,549,41.7,Low
2025-03-13,16,0,3,0,Ballupur Chowk,Clear,696,41.5,Medium
2025-09-15,16,45,0,0,ISBT,Clear,678,50.3,Medium
2025-08-18,8,0,0,0,ISBT,Clear,1419,35.1,High
2025-09-28,7,30,6,1,ISBT,Clear,785,39.6,Medium
2025-05-13,20,45,1,0,ISBT,Rain,699,45.0,Medium
2025-08-30,13,30,5,1,Dharampur Chowk,Cloudy,741,47.0,Medium
2025-07-02,10,30,2,0,Ballupur Chowk,Rain,491,40.9,Low
2025-02-27,20,0,3,0,ISBT,Rain,666,42.9,Medium
2025-12-26,20,15,4,0,ISBT,Rain,725,44.4,Medium
2025-11-05,12,0,2,0,ISBT,Cloudy,736,48.1,Medium
2025-09-08,22,0,0,0,Rajpur Road,Cloudy,586,49.3,Low
2025-03-05,22,15,2,0,Ballupur Chowk,Clear,650,47.1,Medium
2025-02-05,12,15,2,0,Dharampur Chowk,Cloudy,622,41.3,Low
2025-08-07,7,45,3,0,Prem Nagar,Cloudy,421,49.3,Low
2025-10-13,8,30,0,0,Rajpur Road,Fog,801,38.1,Medium
2025-10-06,21,15,0,0,Clock Tower,Rain,662,41.5,Medium
2025-10-12,19,15,6,1,ISBT,Clear,1192,42.1,High
2025-06-10,11,0,1,0,Ballupur Chowk,Rain,733,40.0,Medium
2025-07-29,16,15,1,0,ISBT,Cloudy,783,44.4,Medium
2025-09-05,22,0,4,0,Clock Tower,Clear,700,44.6,Medium
2025-07-02,19,45,2,0,Rajpur Road,Rain,1120,36.7,High
2025-05-23,18,45,4,0,Clock Tower,Fog,1310,24.1,High
2025-08-15,18,15,4,0,Prem Nagar,Fog,823,31.7,Medium
2025-10-29,8,30,2,0,Rajpur Road,Cloudy,1355,33.9,High
2025-07-22,10,30,1,0,Ballupur Chowk,Fog,391,43.3,Low
2025-05-15,16,0,3,0,Prem Nagar,Clear,627,48.0,Low
2025-12-20,7,0,5,1,Clock Tower,Rain,519,43.8,Low
2025-09-03,13,0,2,0,Prem Nagar,Cloudy,898,39.5,Medium
2025-12-17,16,15,2,0,Clock Tower,Clear,649,44.4,Low
2025-10-04,19,30,5,1,ISBT,Cloudy,1252,36.1,High
2025-11-30,15,45,6,1,ISBT,Rain,629,42.7,Low
2025-11-14,20,30,4,0,Ballupur Chowk,Cloudy,716,45.2,Medium
2025-10-15,17,45,2,0,ISBT,Rain,1399,27.6,High
2025-09-24,10,0,2,0,Prem Nagar,Clear,462,49.0,Low
2025-04-02,10,0,2,0,Ballupur Chowk,Fog,529,40.4,Low
2025-10-03,8,15,4,0,ISBT,Cloudy,1473,32.8,High
2025-11-24,20,0,0,0,Ballupur Chowk,Clear,886,45.1,Medium
2025-06-18,22,30,2,0,ISBT,Rain,669,39.7,Medium
2025-02-20,14,15,3,0,Ballupur Chowk,Fog,741,36.0,Medium
2025-03-23,22,45,6,1,Prem Nagar,Clear,437,43.1,Low
2025-02-12,11,15,2,0,Dharampur Chowk,Clear,435,46.9,Low
2025-04-18,22,30,4,0,Ballupur Chowk,Clear,650,45.0,Medium
2025-02-11,13,45,1,0,Prem Nagar,Clear,865,38.2,Medium
2025-05-21,16,0,2,0,Clock Tower,Cloudy,630,50.6,Low
2025-02-23,20,45,6,1,Prem Nagar,Clear,424,51.6,Low
2025-07-09,16,15,2,0,Prem Nagar,Fog,554,37.0,Low
2025-08-05,12,15,1,0,ISBT,Clear,698,44.2,Medium
2025-11-18,16,0,1,0,Dharampur Chowk,Fog,292,41.9,Low
2025-01-07,16,15,1,0,Rajpur Road,Fog,538,40.9,Low
2025-01-11,9,0,5,1,Prem Nagar,Cloudy,919,40.7,Medium
2025-10-27,8,0,0,0,Rajpur Road,Cloudy,1176,42.0,High
2025-10-21,21,30,1,0,Rajpur Road,Rain,486,43.9,Low
2025-06-28,9,15,5,1,Dharampur Chowk,Fog,775,40.3,Medium
2025-01-22,7,30,2,0,Prem Nagar,Clear,565,43.0,Low
2025-09-15,9,0,0,0,ISBT,Rain,1177,34.9,High
2025-02-01,10,30,5,1,Rajpur Road,Fog,392,40.0,Low
2025-04-16,18,0,2,0,ISBT,Fog,1287,29.2,High
2025-04-16,18,45,2,0,Rajpur Road,Fog,1002,35.0,Medium
2025-02-10,12,30,0,0,Prem Nagar,Fog,359,46.6,Low
2025-10-18,13,15,5,1,ISBT,Cloudy,904,44.1,Medium
2025-11-13,7,0,3,0,Dharampur Chowk,Rain,619,37.0,Low
2025-10-06,16,45,0,0,Clock Tower,Rain,564,45.4,Low
2025-11-21,15,45,4,0,Dharampur Chowk,Cloudy,681,44.8,Medium
2025-02-14,16,45,4,0,Ballupur Chowk,Cloudy,606,49.2,Low
2025-10-27,21,15,0,0,ISBT,Rain,730,36.1,Medium
2025-03-01,9,45,5,1,ISBT,Cloudy,1165,39.0,High
2025-07-21,7,15,0,0,Prem Nagar,Cloudy,562,46.1,Low
2025-08-30,21,15,5,1,Ballupur Chowk,Clear,593,44.4,Low
2025-03-23,19,45,6,1,Ballupur Chowk,Clear,980,39.7,Medium
2025-06-25,13,30,2,0,Rajpur Road,Clear,902,41.3,Medium
2025-07-13,14,30,6,1,Clock Tower,Fog,593,33.1,Medium
2025-02-09,7,0,6,1,Prem Nagar,Fog,290,45.6,Low
2025-06-15,12,30,6,1,Prem Nagar,Rain,473,46.8,Low
2025-07-29,14,0,1,0,ISBT,Clear,1018,37.0,Medium
2025-01-20,12,0,0,0,Rajpur Road,Fog,507,41.7,Low
2025-04-20,6,30,6,1,Rajpur Road,Fog,429,34.8,Medium
2025-08-03,12,45,6,1,Rajpur Road,Clear,427,48.8,Low
2025-05-15,14,30,3,0,Ballupur Chowk,Clear,1010,42.9,Medium
2025-09-28,13,30,6,1,Rajpur Road,Clear,773,44.9,Medium
2025-10-22,19,0,2,0,Ballupur Chowk,Fog,1088,33.5,High
2025-07-25,14,0,4,0,Prem Nagar,Cloudy,809,43.6,Medium
2025-03-30,22,30,6,1,Prem Nagar,Fog,310,42.8,Low
2025-05-19,16,30,0,0,Clock Tower,Cloudy,729,45.4,Medium
